Cod.;Espacio Academico;Dia;Hora;Sede;Edificio;Salon;Docente;Grupo;Proyecto curricular;Facultad
3053;ENSAMBLE DE FACULTAD;JUEVES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;LEGUIZAMON ZAPATA DANIEL FELIPE;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;JUEVES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;ECHAVARRIA QUIROS ADRIANA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;JUEVES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;MORALES FIGUEROA CESAR LUIS;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;JUEVES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;GOMEZ GONZALEZ ADRIAN EDGARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;JUEVES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;ECHAVARRIA QUIROS ADRIANA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;JUEVES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;MORALES FIGUEROA CESAR LUIS;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;JUEVES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;LEGUIZAMON ZAPATA DANIEL FELIPE;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;06:00 - 07:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;ECHAVARRIA QUIROS ADRIANA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;06:00 - 07:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;RODRIGUEZ SUAREZ JORGE LEONARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;06:00 - 07:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;LARA PAZ GUSTAVO ADOLFO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;06:00 - 07:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;HERNANDEZ FORERO RICARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;ECHAVARRIA QUIROS ADRIANA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;LARA PAZ GUSTAVO ADOLFO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;HERNANDEZ FORERO RICARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;AUDITORIO SAMUEL BEDOYA;RODRIGUEZ SUAREZ JORGE LEONARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;RODRIGUEZ SUAREZ JORGE LEONARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;ECHAVARRIA QUIROS ADRIANA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;HERNANDEZ FORERO RICARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;LARA PAZ GUSTAVO ADOLFO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;HERNANDEZ FORERO RICARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;LARA PAZ GUSTAVO ADOLFO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;RODRIGUEZ SUAREZ JORGE LEONARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3053;ENSAMBLE DE FACULTAD;VIERNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;ECHAVARRIA QUIROS ADRIANA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3327;PINTURA Y COLOR ( INTRODUCCION A LOS;VIERNES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;SALON 311;GUEVARA PARDO FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3327;PINTURA Y COLOR ( INTRODUCCION A LOS;VIERNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON 311;GUEVARA PARDO FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3327;PINTURA Y COLOR ( INTRODUCCION A LOS;VIERNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON 311;GUEVARA PARDO FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3368;FOTOGRABADO;JUEVES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;GIANGRANDI UMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3368;FOTOGRABADO;JUEVES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;GIANGRANDI UMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3368;FOTOGRABADO;JUEVES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;GIANGRANDI UMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3370;HIBRIDACION ENTRE FOTOGRAFIA Y GRABADO;MARTES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;SHAMBO GONZALEZ FERNEY;098-27;ARTES PLASTICAS Y VISUALES;Artes
3370;HIBRIDACION ENTRE FOTOGRAFIA Y GRABADO;MARTES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;SHAMBO GONZALEZ FERNEY;098-27;ARTES PLASTICAS Y VISUALES;Artes
3370;HIBRIDACION ENTRE FOTOGRAFIA Y GRABADO;MARTES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;SHAMBO GONZALEZ FERNEY;098-27;ARTES PLASTICAS Y VISUALES;Artes
3373;APOYOS DIGITALES;MIERCOLES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON B 111;FORERO CARDENAS RICARDO ALFONSO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3373;APOYOS DIGITALES;MIERCOLES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;SALON B 111;FORERO CARDENAS RICARDO ALFONSO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3374;COLOGRAFIA;JUEVES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;ALFARO ECHEVARRIA ANGEL BASILIO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3374;COLOGRAFIA;JUEVES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;ALFARO ECHEVARRIA ANGEL BASILIO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3374;COLOGRAFIA;JUEVES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;ALFARO ECHEVARRIA ANGEL BASILIO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3381;TALLER DE PAPEL;LUNES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;TALLER DE PAPEL;CHICANGANA LOPEZ ARMANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3381;TALLER DE PAPEL;LUNES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;TALLER DE PAPEL;CHICANGANA LOPEZ ARMANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3381;TALLER DE PAPEL;LUNES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;TALLER DE PAPEL;CHICANGANA LOPEZ ARMANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3382;TALLER DE VIDRIO;MARTES;14:00 - 15:00;"ACADEMIA SUPERIOR
ARTES-ASAB";PALACIO LA MERCED;TALLER DE VIDEO;LEON BUITRAGO JAINER;098-27;ARTES PLASTICAS Y VISUALES;Artes
3382;TALLER DE VIDRIO;MARTES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;TALLER DE VIDEO;LEON BUITRAGO JAINER;098-27;ARTES PLASTICAS Y VISUALES;Artes
3382;TALLER DE VIDRIO;MARTES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;TALLER DE VIDEO;LEON BUITRAGO JAINER;098-27;ARTES PLASTICAS Y VISUALES;Artes
3384;CUERPO;MARTES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;GOMEZ GONZALEZ ADRIAN EDGARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3384;CUERPO;MARTES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON DE MUSICA M 17;GOMEZ GONZALEZ ADRIAN EDGARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3386;PRACTICAS INSTALATIVAS;MARTES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;SALON B 212;LEON RODRIGUEZ RICARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3386;PRACTICAS INSTALATIVAS;MARTES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 212;LEON RODRIGUEZ RICARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3386;PRACTICAS INSTALATIVAS;MARTES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 212;LEON RODRIGUEZ RICARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3391;CIRCULO DE MUJERES;LUNES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;ARBELAEZ GRUNNDMAN MARIA JOSE;098-27;ARTES PLASTICAS Y VISUALES;Artes
3391;CIRCULO DE MUJERES;LUNES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;ARBELAEZ GRUNNDMAN MARIA JOSE;098-27;ARTES PLASTICAS Y VISUALES;Artes
3391;CIRCULO DE MUJERES;LUNES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;ARBELAEZ GRUNNDMAN MARIA JOSE;098-27;ARTES PLASTICAS Y VISUALES;Artes
3396;ARTE Y REVOLUCION II;MARTES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON B 212;PINILLA ZULETA SARA GABRIELA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3396;ARTE Y REVOLUCION II;MARTES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON B 212;PINILLA ZULETA SARA GABRIELA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3396;ARTE Y REVOLUCION II;MARTES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;SALON B 212;PINILLA ZULETA SARA GABRIELA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3397;CURADURIA;VIERNES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;VANEGAS FLOREZ GUILLERMO ALEXANDER;098-27;ARTES PLASTICAS Y VISUALES;Artes
3397;CURADURIA;VIERNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;VANEGAS FLOREZ GUILLERMO ALEXANDER;098-27;ARTES PLASTICAS Y VISUALES;Artes
3397;CURADURIA;VIERNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;VANEGAS FLOREZ GUILLERMO ALEXANDER;098-27;ARTES PLASTICAS Y VISUALES;Artes
3398;PINTURA AGUADA;LUNES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON 308 A - PROYECTOS DE;GUEVARA PARDO FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3398;PINTURA AGUADA;LUNES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON 308 A - PROYECTOS DE;GUEVARA PARDO FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3398;PINTURA AGUADA;LUNES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;SALON 308 A - PROYECTOS DE;GUEVARA PARDO FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3399;LECTURA;JUEVES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;PEREZ RINCON GERMAN ALFONSO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3399;LECTURA;JUEVES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;PEREZ RINCON GERMAN ALFONSO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3399;LECTURA;JUEVES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;PEREZ RINCON GERMAN ALFONSO;098-27;ARTES PLASTICAS Y VISUALES;Artes
3400;TALLER DE GRAFICA EXPERIMENTAL;LUNES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;SALON A 109 SERIGRAFIA;RODRIGUEZ ROJAS CARMEN CECILIA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3400;TALLER DE GRAFICA EXPERIMENTAL;LUNES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;SALON A 109 SERIGRAFIA;RODRIGUEZ ROJAS CARMEN CECILIA;098-27;ARTES PLASTICAS Y VISUALES;Artes
3400;TALLER DE GRAFICA EXPERIMENTAL;LUNES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON A 109 SERIGRAFIA;RODRIGUEZ ROJAS CARMEN CECILIA;098-27;ARTES PLASTICAS Y VISUALES;Artes
6508;ILUSTRACION DIGITAL;VIERNES;07:00 - 08:00;ACADEMIA;PALACIO LA MERCED;SALON B 111;LOPEZ TORRES LUCIANO ANIBAL;098-27;ARTES PLASTICAS Y VISUALES;Artes
6508;ILUSTRACION DIGITAL;VIERNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 111;LOPEZ TORRES LUCIANO ANIBAL;098-27;ARTES PLASTICAS Y VISUALES;Artes
6508;ILUSTRACION DIGITAL;VIERNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 111;LOPEZ TORRES LUCIANO ANIBAL;098-27;ARTES PLASTICAS Y VISUALES;Artes
6509;ELECTIVA DE COMPLEMENTACION PROFESIONAL I;MIERCOLES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;RIVAS NI?O CARLOS FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6509;ELECTIVA DE COMPLEMENTACION PROFESIONAL I;MIERCOLES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;RIVAS NI?O CARLOS FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6509;ELECTIVA DE COMPLEMENTACION PROFESIONAL I;MIERCOLES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;RIVAS NI?O CARLOS FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6509;ELECTIVA DE COMPLEMENTACION PROFESIONAL I;JUEVES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;VALBUENA RIVEROS JOSE OMAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
6509;ELECTIVA DE COMPLEMENTACION PROFESIONAL I;JUEVES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;VALBUENA RIVEROS JOSE OMAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
6509;ELECTIVA DE COMPLEMENTACION PROFESIONAL I;JUEVES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;VALBUENA RIVEROS JOSE OMAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
6510;ELECTIVA DE COMPLEMENTACION PROFESIONAL II;MIERCOLES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;OCAMPO VILLAMIZAR CESAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
6510;ELECTIVA DE COMPLEMENTACION PROFESIONAL II;MIERCOLES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;OCAMPO VILLAMIZAR CESAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
6510;ELECTIVA DE COMPLEMENTACION PROFESIONAL II;MIERCOLES;18:00 - 19:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;OCAMPO VILLAMIZAR CESAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
6511;ELECTIVA DE COMPLEMENTACION PROFESIONAL III;LUNES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;GIANGRANDI UMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6511;ELECTIVA DE COMPLEMENTACION PROFESIONAL III;LUNES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;TALLER DE GRABADO;GIANGRANDI UMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6516;LA IMAGEN SUCESO SOCIAL;MARTES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;MONROY PIEDRA OSCAR GIOVANNI;098-27;ARTES PLASTICAS Y VISUALES;Artes
6516;LA IMAGEN SUCESO SOCIAL;MARTES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;MONROY PIEDRA OSCAR GIOVANNI;098-27;ARTES PLASTICAS Y VISUALES;Artes
6516;LA IMAGEN SUCESO SOCIAL;MARTES;12:00 - 13:00;ACADEMIA;PALACIO LA MERCED;SALON 308 B - CONSERJERIA;MONROY PIEDRA OSCAR GIOVANNI;098-27;ARTES PLASTICAS Y VISUALES;Artes
6517;INICIATIVAS Y EMPRENDIMIENTO CULTURAL;MIERCOLES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON C 219;WIESNER CORREA LAURA CAROLINA;098-27;ARTES PLASTICAS Y VISUALES;Artes
6517;INICIATIVAS Y EMPRENDIMIENTO CULTURAL;MIERCOLES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON C 219;WIESNER CORREA LAURA CAROLINA;098-27;ARTES PLASTICAS Y VISUALES;Artes
6517;INICIATIVAS Y EMPRENDIMIENTO CULTURAL;MIERCOLES;18:00 - 19:00;ACADEMIA;PALACIO LA MERCED;SALON C 219;WIESNER CORREA LAURA CAROLINA;098-27;ARTES PLASTICAS Y VISUALES;Artes
6519;ESTETICAS DRAG, TRANS Y QUEER PARA UNA SOCIEDAD IGUALITARIA;SABADO;08:00 - 09:00;"ACADEMIA SUPERIOR
ARTES-ASAB";PALACIO LA MERCED;SALON 102;PE?UELA JORGE EDILBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6519;ESTETICAS DRAG, TRANS Y QUEER PARA UNA;SABADO;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON 102;PE?UELA JORGE EDILBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6519;ESTETICAS DRAG, TRANS Y QUEER PARA UNA;SABADO;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON 102;PE?UELA JORGE EDILBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
6519;ESTETICAS DRAG, TRANS Y QUEER PARA UNA;SABADO;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON 102;PE?UELA JORGE EDILBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;13:00 - 14:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;BARBOSA VERA LUIS JAVIER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;BARBOSA VERA LUIS JAVIER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;BARBOSA VERA LUIS JAVIER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;BARBOSA VERA LUIS JAVIER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;BARBOSA VERA LUIS JAVIER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;13:00 - 14:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;ROJAS CASAS HUMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;ROJAS CASAS HUMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;ROJAS CASAS HUMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;ROJAS CASAS HUMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25531;GRAMATICAS PLASTICAS Y VISUALES 1;VIERNES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;ROJAS CASAS HUMBERTO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y;LUNES;08:00 - 09:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;LEON BUITRAGO JAINER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y;LUNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;LEON BUITRAGO JAINER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y;LUNES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;LEON BUITRAGO JAINER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y;LUNES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;LEON BUITRAGO JAINER;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y ACCION;MARTES;08:00 - 09:00;"ACADEMIA SUPERIOR
ARTES-ASAB";PALACIO LA MERCED;SALON B 211;GOMEZ GONZALEZ ADRIAN EDGARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y;MARTES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;GOMEZ GONZALEZ ADRIAN EDGARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y;MARTES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;GOMEZ GONZALEZ ADRIAN EDGARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25532;CONFIGURACION ESPACIAL 1: CUERPO, ESPACIO Y;MARTES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON B 211;GOMEZ GONZALEZ ADRIAN EDGARDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;MARTES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;OCAMPO VILLAMIZAR CESAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;MARTES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;OCAMPO VILLAMIZAR CESAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;MARTES;16:00 - 17:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;OCAMPO VILLAMIZAR CESAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;MARTES;17:00 - 18:00;ACADEMIA;PALACIO LA MERCED;SALON B 210;OCAMPO VILLAMIZAR CESAR;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;LUNES;08:00 - 09:00;"ACADEMIA SUPERIOR
ARTES-ASAB";PALACIO LA MERCED;SALON 311;RIVAS NI?O CARLOS FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;LUNES;09:00 - 10:00;ACADEMIA;PALACIO LA MERCED;SALON 311;RIVAS NI?O CARLOS FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;LUNES;10:00 - 11:00;ACADEMIA;PALACIO LA MERCED;SALON 311;RIVAS NI?O CARLOS FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25533;GRAMATICAS DEL DIBUJO 1;LUNES;11:00 - 12:00;ACADEMIA;PALACIO LA MERCED;SALON 311;RIVAS NI?O CARLOS FERNANDO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25534;INTRODUCCION A LA HISTORIA DEL ARTE;JUEVES;14:00 - 15:00;ACADEMIA;PALACIO LA MERCED;SALON 207;RUEDA SANTIAGO;098-27;ARTES PLASTICAS Y VISUALES;Artes
25534;INTRODUCCION A LA HISTORIA DEL ARTE;JUEVES;15:00 - 16:00;ACADEMIA;PALACIO LA MERCED;SALON 207;RUEDA SANTIAGO;098-27;ARTES PLASTICAS Y VISUALES;Artes
